id,room,area,price,houseage,living,condition,floor,layout,allfloor,kind_name,regionname,sectionname,fulladdress,address_img_title,unit,address,lat,lng,loc_type,min_station,min_station_name,min_park,min_park_name
4721032,4,87,140000,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,naturalgas,cartplace,cook,balcony_1,bed,wardrobe,sofa,bookTable,chair",5,4房2廳3衛,11,整層住家,台北市,大安區,瑞安街◆大安區大安森林公園旁知名豪宅聚落◆,◆大安區大安森林公園旁知名豪宅聚落◆,元/月,大安區瑞安街,25.0289738,121.541745,GEOMETRIC_CENTER,361.8006961,科技大樓,80.77690213,龍陣二號公園
4702039,0,8,13000,0,,"tv,icebox,cold,hotwater,four,broadband,pet,cook,balcony_0,bed,wardrobe,sofa,bookTable,chair",1,,5,獨立套房,台北市,松山區,寶清街南京三民站8分鐘~開放一房一廳,南京三民站8分鐘~開放一房一廳,元/月,松山區寶清街101巷,25.0528673,121.5680599,GEOMETRIC_CENTER,366.6166479,南京三民,93.3464304,寶清公園
4607072,3,32,35000,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,hotwater,naturalgas,landpost,cook,trabus,balcony_0",3,3房2廳2衛,4,整層住家,台北市,中正區,臨沂街東門捷運站旁美麗三房出租,東門捷運站旁美麗三房出租,元/月,中正區臨沂街,25.0389555,121.5294385,GEOMETRIC_CENTER,547.9049429,忠孝新生,142.6710309,文光公園
4702042,0,8,14000,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,four,broadband,landpost,pet,cook,balcony_0,bed,wardrobe,sofa,bookTable,chair",4,,6,獨立套房,台北市,中山區,遼寧街63巷整理翻新通風大套房，近南京復興雙捷交會,整理翻新通風大套房，近南京復興雙捷交會,元/月,中山區遼寧街63巷,25.0491376,121.5430186,GEOMETRIC_CENTER,348.5043995,南京復興,135.8694731,朱崙公園
4692546,0,6.7,14000,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,four,broadband,landpost,trabus,girl,balcony_0,bed,wardrobe,bookTable,chair",2,,4,獨立套房,台北市,信義區,嘉興街127巷女性套房安全首選臨通化夜市世貿101北醫,女性套房安全首選臨通化夜市世貿101北醫,元/月,信義區嘉興街127巷,25.0289237,121.5577324,GEOMETRIC_CENTER,710.4877,信義安和,187.2840219,三興公園
4683056,3,23.9,40000,0,"advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,lift,cartplace,cook,balcony_0,bed,wardrobe,sofa,bookTable,chair",9,3房1廳1衛,14,整層住家,台北市,中山區,中山北路二段近民生東路。飯店式管理。1房1書和室,近民生東路。飯店式管理。1房1書和室,元/月,中山區中山北路二段,25.0601242,121.5230692,GEOMETRIC_CENTER,371.9317753,雙連,206.0269466,永靜公園
4692558,4,35.3,69999,0,,"cold,hotwater,lift,cartplace,cook,balcony_1,wardrobe",10,4房2廳2衛,11,整層住家,台北市,中山區,農安街晴光商圈大漢雙城四房車精美裝潢,晴光商圈大漢雙城四房車精美裝潢,元/月,中山區農安街,25.0648401,121.5294305,GEOMETRIC_CENTER,373.597075,中山國小,177.3377311,新壽公園
4749540,4,46.5,47999,0,,"tv,icebox,cold,washer,hotwater,lift,cartplace,pet,cook,balcony_0,wardrobe,sofa",11,4房2廳2衛,30,整層住家,台北市,信義區,信義路五段150巷@@象山捷運商圈旁乾淨舒適居,@@象山捷運商圈旁乾淨舒適居,元/月,信義區信義路五段150巷,25.0238885,121.5718288,GEOMETRIC_CENTER,962.5702273,象山,366.7529232,惠安水與綠生活綠地
4683062,4,55.8,50000,0,"advstore,market,night,park,school,hospital","cold,hotwater,lift,naturalgas,cartplace,cook,balcony_1",15,4房2廳2衛,15,整層住家,台北市,大同區,重慶北路三段~近大橋頭站~昌吉街~高樓景觀佳~正4房,~近大橋頭站~昌吉街~高樓景觀佳~正4房,元/月,大同區重慶北路三段,25.0712695,121.5138885,GEOMETRIC_CENTER,623.8824774,圓山,190.2417585,迪化公園
4702057,2,15.2,34000,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,lift,pet,cook,balcony_0,bed,wardrobe,sofa,bookTable,chair",5,2房2廳2衛,11,整層住家,台北市,中山區,松江路77巷【松江南京】2房翠綠小豪宅,【松江南京】2房翠綠小豪宅,元/月,中山區松江路77巷,25.049758,121.5330762,APPROXIMATE,327.5180958,松江南京,92.21214736,松江公園
4683063,4,55,40000,0,,"tv,icebox,cold,hotwater,lift,cook,balcony_1,bed,wardrobe,sofa,bookTable,chair",4,4房3廳2衛,12,整層住家,台北市,信義區,信義路五段捷運站豪宅區樓中樓住家,捷運站豪宅區樓中樓住家,元/月,信義區信義路五段109號,25.0332309,121.573276,ROOFTOP,332.0318283,象山,46.81531989,信義356號綠地
4692561,0,8,12500,0,,"tv,icebox,cold,washer,hotwater,four,broadband,cook,girl,balcony_0,bed,wardrobe,bookTable,chair",3,,5,獨立套房,台北市,松山區,民生東路三段130巷搶手!捷運鬧中取靜對外窗生活機能優限女生,搶手!捷運鬧中取靜對外窗生活機能優限女生,元/月,松山區民生東路三段130巷,25.0568442,121.5462025,GEOMETRIC_CENTER,488.8935608,中山國中,243.9483421,民有三號公園
4569103,0,7,18000,0,,"tv,icebox,cold,washer,hotwater,four,broadband,landpost,balcony_0,bed,wardrobe,sofa,bookTable,chair",2,,7,分租套房,台北市,中山區,龍江路南京復興站全新套房,南京復興站全新套房,元/月,中山區龍江路102號,25.0526202,121.540407,ROOFTOP,398.1000905,南京復興,92.71335858,復華公園
4711558,0,25,26000,0,,"cook,balcony_1",1,,4,其他,台北市,南港區,忠孝東路六段269巷近昆陽捷運站的店辦,近昆陽捷運站的店辦,元/月,南港區忠孝東路六段269巷,25.0500365,121.5895783,GEOMETRIC_CENTER,371.1022561,昆陽,384.6021125,新勝公園
4692564,0,3,6000,0,,"tv,icebox,cold,washer,hotwater,four,naturalgas,landpost,cook,balcony_0,bed,wardrobe,bookTable,chair",4,,4,雅房,台北市,信義區,虎林街222巷離永春捷運站只要5分鐘，含水電6000元,離永春捷運站只要5分鐘，含水電6000元,元/月,信義區虎林街222巷54號,25.036394,121.575743,ROOFTOP,498.7307083,永春,52.32472137,安強公園
4692566,0,8.6,19800,0,"depart,advstore,night,park,school,hospital","tv,icebox,cold,washer,lift,cook,trabus,balcony_1,bed,wardrobe,chair",12,,15,獨立套房,台北市,松山區,南京東路四段電梯大樓(小巨蛋正對面),電梯大樓(小巨蛋正對面),元/月,松山區南京東路四段,25.0515859,121.5527433,GEOMETRIC_CENTER,20.92298213,台北小巨蛋,175.425385,美仁一號公園
4711563,0,8,10500,0,,"tv,icebox,cold,washer,hotwater,four,balcony_0,bed,wardrobe,bookTable,chair",1,,4,分租套房,台北市,南港區,忠孝東路六段269巷昆陽捷運站旁套房（免仲介費）,昆陽捷運站旁套房（免仲介費）,元/月,南港區忠孝東路六段269巷,25.0500365,121.5895783,GEOMETRIC_CENTER,371.1022561,昆陽,384.6021125,新勝公園
4711567,0,8,10000,0,,"cold,washer,hotwater,four,broadband,naturalgas,landpost,balcony_0,bed,wardrobe,bookTable,chair",4,,4,分租套房,台北市,大安區,永康街永康商圈套房$10000$7500近師大,永康商圈套房$10000$7500近師大,元/月,大安區永康街,25.0307524,121.5295211,GEOMETRIC_CENTER,357.9184408,東門,98.64242522,永康公園
4711569,0,8,14545,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,four,broadband,cook,trabus,balcony_0,bed,wardrobe,sofa,bookTable",7,,7,獨立套房,台北市,中山區,德惠街045-704捷運中山國小亞都麗緻,045-704捷運中山國小亞都麗緻,元/月,中山區德惠街,25.0666336,121.5279828,GEOMETRIC_CENTER,462.9926133,中山國小,178.0317798,新祿公園
4692575,0,10,15000,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,four,broadband,trabus,girl,balcony_1,bed,wardrobe,sofa,bookTable",8,,12,獨立套房,台北市,士林區,承德路四段捷運景觀套房(獨立冰箱洗衣機陽台),捷運景觀套房(獨立冰箱洗衣機陽台),元/月,士林區承德路四段,25.0853394,121.5232805,GEOMETRIC_CENTER,211.0204331,劍潭,119.8068108,士林128號綠地
4417164,0,7,12500,0,"advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,four,broadband,landpost,trabus,girl,balcony_1,bed,wardrobe,bookTable,chair",2,,5,獨立套房,台北市,中山區,合江街日式溫馨個人套房,日式溫馨個人套房,元/月,中山區合江街,25.0583934,121.5391967,GEOMETRIC_CENTER,575.2129845,中山國中,41.19362009,合江公園
4673584,2,25.9,35000,0,,"cold,washer,hotwater,naturalgas,cartplace,cook,balcony_1,bookTable,chair",11,2房2廳1衛,14,整層住家,台北市,內湖區,南京東路六段451巷邊間景觀兩房附車位，租金已含管理費,邊間景觀兩房附車位，租金已含管理費,元/月,內湖區南京東路六段451巷,25.0609126,121.5872286,GEOMETRIC_CENTER,1311.637337,昆陽,178.7179527,明美公園
4721069,0,12,16500,0,"advstore,night,park,school","tv,icebox,cold,washer,hotwater,lift,landpost,cook,trabus,balcony_0,bed,wardrobe,sofa,bookTable,chair",3,,10,獨立套房,台北市,文山區,指南路三段32巷政大旁滿窗綠意挑高3米6樓中樓附家具家電,政大旁滿窗綠意挑高3米6樓中樓附家具家電,元/月,文山區指南路三段32巷5號,24.985279,121.5800506,ROOFTOP,1439.983859,動物園,55.5021251,清溪綠地
4749565,2,20,21000,0,,"cold,washer,hotwater,lift,naturalgas,landpost,cartplace,cook,trabus,balcony_1,wardrobe,bookTable,chair",6,2房1廳1衛,18,整層住家,台北市,南港區,研究院路一段電梯大樓近捷運(麥當勞，7-11),電梯大樓近捷運(麥當勞，7-11),元/月,南港區研究院路一段99號,25.0522393,121.6163325,ROOFTOP,303.0266522,南港展覽館,108.406988,新富公園
4493147,0,5,8500,0,"advstore,market,park,school,hospital","tv,icebox,cold,washer,hotwater,four,broadband,landpost,trabus,balcony_0,lease,bed,wardrobe,sofa,bookTable,chair",5,,5,分租套房,台北市,內湖區,東湖路106巷東湖捷運亮麗套房，免仲介費,東湖捷運亮麗套房，免仲介費,元/月,內湖區東湖路106巷,25.0679504,121.6150703,GEOMETRIC_CENTER,360.7191515,東湖,96.66408394,五分公園
4702084,2,84.4,135000,0,"depart,advstore,park","icebox,cold,washer,hotwater,lift,naturalgas,cartplace,cook,balcony_1,bed,wardrobe,sofa,bookTable,chair",6,2房2廳2衛,11,整層住家,台北市,中山區,敬業一路近美麗華，大坪數舒適典藏宅,近美麗華，大坪數舒適典藏宅,元/月,中山區敬業一路,25.0819462,121.5525618,GEOMETRIC_CENTER,442.5006528,劍南路,203.4079112,中山415號綠地
4702088,0,3,7500,0,,"icebox,cold,washer,hotwater,four,broadband,naturalgas,landpost,trabus,boy,balcony_0,bed,wardrobe,bookTable,chair",8,,12,雅房,台北市,中正區,羅斯福路四段公館捷運站雅房出租,公館捷運站雅房出租,元/月,中正區羅斯福路四段50號,25.0150369,121.533779,ROOFTOP,64.98465267,公館,205.6403458,公館公園
4673598,4,57,65000,0,"advstore,market,night,park,school,hospital","cold,four,broadband,lift,naturalgas,cartplace,pet,cook,balcony_0",9,4房2廳2衛,23,整層住家,台北市,萬華區,萬大路344巷**潤泰萬花園**(附坡平車位),**潤泰萬花園**(附坡平車位),元/月,萬華區萬大路344巷,25.023984,121.4985794,GEOMETRIC_CENTER,1269.731863,龍山寺,173.7510009,保德公園
4702093,0,6.4,21000,0,"depart,advstore,market,night,park","tv,icebox,cold,hotwater,broadband,lift,cook,balcony_1,bed,wardrobe,sofa,bookTable,chair",5,,13,獨立套房,台北市,大安區,信義路四段265巷大安區小君悅套房,大安區小君悅套房,元/月,大安區信義路四段265巷,25.034524,121.554882,GEOMETRIC_CENTER,307.7013962,信義安和,119.4308258,敦安公園
4683102,0,6,15000,0,"depart,advstore,hospital","tv,icebox,cold,washer,hotwater,four,broadband,naturalgas,balcony_0,bed,wardrobe,sofa,bookTable,chair",4,,4,分租套房,台北市,大安區,敦化南路一段190巷忠孝敦化站旁/全新裝潢/採光佳/衛浴有窗,忠孝敦化站旁/全新裝潢/採光佳/衛浴有窗,元/月,大安區敦化南路一段190巷,25.0426422,121.5472074,GEOMETRIC_CENTER,241.4305729,忠孝復興,152.2220389,<U+7460>公公園
4740085,0,9.5,15000,0,"advstore,market,school","icebox,cold,washer,hotwater,landpost,cook,balcony_0,bed,wardrobe,bookTable,chair",6,,7,獨立套房,台北市,文山區,指南路二段45巷政大華府稀有電梯獨立套房,政大華府稀有電梯獨立套房,元/月,文山區指南路二段45巷,24.988877,121.5744807,GEOMETRIC_CENTER,1051.195172,木柵,221.6504487,文山50號綠地
4730591,3,50.2,65000,0,"advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,lift,naturalgas,cartplace,cook,balcony_1,bed,wardrobe,sofa,bookTable,chair",7,3房2廳2衛,14,整層住家,台北市,北投區,東華街一段∼近石牌站。設備齊全。社區管理佳。機能好,∼近石牌站。設備齊全。社區管理佳。機能好,元/月,北投區東華街一段,25.1113935,121.51804,GEOMETRIC_CENTER,191.0916498,明德,203.2330244,北投106號綠地
4692603,2,21.6,27000,0,,balcony_0,1,2房1廳1衛,4,整層住家,台北市,信義區,松山路465巷永春雙面寬一樓,永春雙面寬一樓,元/月,信義區松山路465巷,25.040003,121.579156,GEOMETRIC_CENTER,312.8545984,永春,84.38906252,松光綠地
4721095,1,23.5,39999,0,"depart,advstore,market,night,park,school,hospital","cold,hotwater,lift,naturalgas,cartplace,cook,balcony_1",3,1房1廳1衛,9,整層住家,台北市,中山區,敬業一路【劍南站】大直新品小豪宅,【劍南站】大直新品小豪宅,元/月,中山區敬業一路,25.0819462,121.5525618,GEOMETRIC_CENTER,442.5006528,劍南路,203.4079112,中山415號綠地
4749591,2,21.6,22000,0,,"icebox,cold,hotwater,lift,naturalgas,pet,cook,balcony_1,bed",2,2房2廳1衛,12,整層住家,台北市,北投區,光明路0988621612加賀VILLA2房,0988621612加賀VILLA2房,元/月,北投區光明路,25.1361907,121.5052648,GEOMETRIC_CENTER,281.3612748,新北投,67.78495301,北投公園
4711603,3,30,32000,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,four,naturalgas,landpost,cook,balcony_0,bed,wardrobe,bookTable,chair",2,3房2廳2衛,5,整層住家,台北市,士林區,德行東路德行東路電梯美廈--近學校採光佳,德行東路電梯美廈--近學校採光佳,元/月,士林區德行東路239號,25.1098285,121.5340088,ROOFTOP,1400.59167,芝山,373.3299914,聖山綠地
4673615,3,51.6,70000,0,advstore,"tv,icebox,cold,washer,hotwater,lift,cook,balcony_1,bed,wardrobe,sofa,bookTable,chair",3,3房2廳2衛,7,整層住家,台北市,北投區,天母西路117巷近美國學校-靜巷內-美裝潢,近美國學校-靜巷內-美裝潢,元/月,北投區天母西路117巷,25.120615,121.5240513,GEOMETRIC_CENTER,1095.744764,石牌,162.8052326,櫻花崗綠地
4692610,2,21,21500,0,"depart,advstore,park","tv,four,broadband,lift,naturalgas,cook,balcony_1,bed,wardrobe,sofa",3,2房1廳1衛,17,整層住家,台北市,中山區,林森北路中山捷運站全新裝潢2房,中山捷運站全新裝潢2房,元/月,中山區林森北路,25.0581693,121.5255269,GEOMETRIC_CENTER,492.7291663,雙連,120.6367193,永盛公園
4692616,2,15.2,30000,0,,"tv,icebox,cold,washer,naturalgas,pet,cook,balcony_0,bed,wardrobe,sofa,bookTable,chair",4,2房1廳1衛,12,整層住家,台北市,中山區,新生北路三段秒殺-近中山國小捷運-晴光商圈,秒殺-近中山國小捷運-晴光商圈,元/月,中山區新生北路三段,25.0666336,121.5279828,GEOMETRIC_CENTER,462.9926133,中山國小,178.0317798,新祿公園
4702114,2,26.2,64000,0,"depart,advstore,market,night,park,school,hospital","cold,lift,cartplace,cook,balcony_1",12,2房2廳2衛,15,整層住家,台北市,中正區,博愛路<U+2742><U+2742><U+2742>3房高級全新裝潢全新落地<U+2742><U+2742><U+2742>,<U+2742><U+2742><U+2742>3房高級全新裝潢全新落地<U+2742><U+2742><U+2742>,元/月,中正區博愛路,25.0403128,121.5113248,GEOMETRIC_CENTER,370.4683435,西門,287.3061846,二二八和平公園
4721108,3,46,35000,0,,"tv,icebox,cold,washer,hotwater,naturalgas,landpost,pet,cook,trabus,balcony_1,bed,wardrobe,sofa,bookTable,chair",4,3房2廳2衛,8,整層住家,台北市,南港區,研究院路二段12巷御創中研裝潢新屋,御創中研裝潢新屋,元/月,南港區研究院路二段12巷19號,25.0476828,121.6147348,ROOFTOP,833.5799665,南港展覽館,142.8210036,四分河濱公園
4749601,0,12,24800,0,"advstore,market,park,school,hospital","tv,icebox,cold,washer,hotwater,four,broadband,cartplace,pet,cook,balcony_1,bed,wardrobe,sofa,bookTable,chair",4,,12,獨立套房,台北市,大安區,大安路一段『☆氣派豪邸☆全新裝潢☆邊間時尚飯店宅』,『☆氣派豪邸☆全新裝潢☆邊間時尚飯店宅』,元/月,大安區大安路一段,25.039166,121.5460664,GEOMETRIC_CENTER,306.086226,忠孝復興,191.6261177,大安398號綠地
4673625,2,33.9,53000,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,cartplace,cook,balcony_1,bed,wardrobe,sofa,bookTable,chair",7,2房2廳1衛,7,整層住家,台北市,大安區,大安路二段近捷運大安站~優質絕美精品屋裝潢正2房,近捷運大安站~優質絕美精品屋裝潢正2房,元/月,大安區大安路二段,25.0309894,121.5460728,GEOMETRIC_CENTER,454.1758426,大安,84.93512105,四維公園
4749602,0,7,3000,0,,"landpost,balcony_1",0,類型：平面式,0,車位,台北市,北投區,立功街如意巧築，B2平面大車位出租,如意巧築，B2平面大車位出租,元/月,北投區立功街,25.125446,121.4713393,GEOMETRIC_CENTER,437.4006618,關渡,276.2058102,北投183號綠地
4721113,0,13,22000,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,hotwater,four,broadband,lift,naturalgas,cook,trabus,girl,balcony_0,bed,wardrobe,sofa,bookTable,chair",7,,7,分租套房,台北市,信義區,信義路六段捷運象山精緻套房2萬2包水電網路瓦斯,捷運象山精緻套房2萬2包水電網路瓦斯,元/月,信義區信義路六段30號,25.0341439,121.575641,ROOFTOP,590.2938415,象山,57.56401991,松友公園
4569165,2,28.5,36000,0,"advstore,market,park,school,hospital","tv,icebox,cold,washer,hotwater,lift,naturalgas,landpost,cook,trabus,balcony_1,bed,wardrobe,sofa,bookTable,chair",3,2房2廳1衛,15,整層住家,台北市,南港區,東新街靠近捷運公園.設備傢俱齊全.健身房游泳池,靠近捷運公園.設備傢俱齊全.健身房游泳池,元/月,南港區東新街,25.0468401,121.5877415,GEOMETRIC_CENTER,600.3830452,後山埤,51.88220732,成德綠地
4721118,3,41,60000,0,"advstore,market,school","icebox,cold,hotwater,naturalgas,cook,balcony_1,bed,wardrobe,sofa,bookTable,chair",21,3房2廳2衛,27,整層住家,台北市,大安區,辛亥路一段價可談~羅曼羅蘭高樓景觀溫馨美宅,價可談~羅曼羅蘭高樓景觀溫馨美宅,元/月,大安區辛亥路一段,25.0214604,121.5316599,GEOMETRIC_CENTER,363.8327965,台電大樓,134.7321203,大學公園
4711622,0,5,7790,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,four,broadband,naturalgas,landpost,trabus,girl,balcony_1,bed,wardrobe,sofa,bookTable,chair",4,,5,雅房,台北市,大安區,忠孝東路四段181巷忠孝敦化站_統領附近__休閒雅房,忠孝敦化站_統領附近__休閒雅房,元/月,大安區忠孝東路四段181巷,25.043045,121.5507879,GEOMETRIC_CENTER,174.7864478,忠孝敦化,319.2374384,光信綠地
4588161,2,46.7,68000,0,"depart,advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,lift,naturalgas,cartplace,cook,trabus,balcony_1,bed,wardrobe,sofa,bookTable,chair",6,2房2廳2衛,13,整層住家,台北市,內湖區,康寧路三段康寧路富邦大衛§精緻質感裝潢§家具完善,康寧路富邦大衛§精緻質感裝潢§家具完善,元/月,內湖區康寧路三段,25.0671244,121.6113254,GEOMETRIC_CENTER,42.4392618,東湖,71.76405942,安康公園
4721120,3,30,26000,25,"depart,advstore,market,school","tv,icebox,cold,washer,hotwater,landpost,cartplace,cook,trabus,balcony_1,bed,wardrobe,sofa,bookTable,chair",4,3房2廳1衛,4,整層住家,台北市,南港區,興中路興中路X巷X號4F(另有一樓店面出租),興中路X巷X號4F(另有一樓店面出租),元/月,南港區興中路,25.05506,121.6073711,GEOMETRIC_CENTER,339.1621351,南港,125.140836,南興公園
4673637,4,42,36000,0,,"cold,hotwater,cartplace,pet,cook,trabus,balcony_1,bookTable",2,4房2廳2衛,5,整層住家,台北市,南港區,重陽路南港車站附近超大3+1房坡道平面車位,南港車站附近超大3+1房坡道平面車位,元/月,南港區重陽路,25.0578843,121.6053375,GEOMETRIC_CENTER,671.6303747,南港,135.7756674,興華公園
4749613,4,63.8,62000,0,"advstore,market,night,park,school,hospital","tv,icebox,cold,washer,hotwater,broadband,lift,naturalgas,cartplace,cook,balcony_1,bed,wardrobe,bookTable,chair",11,4房2廳2衛,14,整層住家,台北市,北投區,明德路∼近振興醫院。戶數單純。採光好。景觀佳∼,∼近振興醫院。戶數單純。採光好。景觀佳∼,元/月,北投區明德路,25.1112709,121.5211552,GEOMETRIC_CENTER,288.6974799,明德,111.426432,北投106號綠地
4692631,3,58.4,80000,0,"depart,advstore,market,night,park,school,hospital","cold,hotwater,lift,naturalgas,cartplace,cook,trabus,balcony_1",9,3房2廳2衛,14,整層住家,台北市,中山區,民生東路二段大器奢華~全新交屋~優質3房~,大器奢華~全新交屋~優質3房~,元/月,中山區民生東路二段,25.0579483,121.5325416,GEOMETRIC_CENTER,156.3330813,行天宮,190.4391781,中吉公園
4683135,4,62.6,72000,0,"depart,advstore,market,park,school,hospital","icebox,cold,washer,hotwater,lift,naturalgas,cartplace,cook,balcony_1,wardrobe,sofa,bookTable,chair",5,4房2廳2衛,10,整層住家,台北市,中山區,樂群三路★大直劍南路★美麗華時尚生活圈★含2車位,★大直劍南路★美麗華時尚生活圈★含2車位,元/月,中山區樂群三路,25.0826534,121.5562017,GEOMETRIC_CENTER,250.2111403,劍南路,47.1790606,中山412號綠地
4702130,0,13.2,20000,0,"depart,advstore,school,hospital","tv,icebox,cold,washer,hotwater,lift,cook,trabus,balcony_1,bed,wardrobe,sofa,bookTable,chair",11,,13,獨立套房,台北市,萬華區,西寧南路稀有西門捷運優質管理大樓~有景觀屋況好,稀有西門捷運優質管理大樓~有景觀屋況好,元/月,萬華區西寧南路128號,25.041129,121.50592,ROOFTOP,248.3396786,西門,149.0091794,西本願寺（萬華406號）廣場
4683139,2,23,45000,0,"depart,advstore,park,school","tv,icebox,cold,washer,hotwater,naturalgas,cartplace,cook,balcony_1,bed,wardrobe,sofa,bookTable,chair",4,2房2廳1衛,12,整層住家,台北市,中山區,敬業三路162巷大直河景美裝潢附傢俱,大直河景美裝潢附傢俱,元/月,中山區敬業三路162巷,25.0781821,121.5583123,GEOMETRIC_CENTER,789.5629708,劍南路,187.7589783,下塔悠公園
